,a,x,y
5007,1,128,902
5008,1,128,1083
5009,1,128,3893
5010,1,128,72
5011,1,128,579
5012,1,128,936
5013,1,128,1146
5014,1,128,9205
5015,1,128,8097
5016,1,128,4216
5017,1,128,484
5018,1,128,725
5019,1,128,93
5020,1,128,566
5021,1,128,2430
5022,1,128,110
5023,1,128,3689
5024,1,128,622
5025,1,128,1227
5026,1,128,1088
5027,1,128,1264
5028,1,128,1268
5029,1,128,402
5030,1,128,1373
5031,1,128,1295
5032,1,128,483
5033,1,128,2243
5034,1,128,643
5035,1,128,1155
5036,1,128,377
5037,1,128,4000
5038,1,128,77
5039,1,128,4742
5040,1,128,6769
5041,1,128,1877
5042,1,128,728
5043,1,128,4321
5044,1,128,365
5045,1,128,846
5046,1,128,2052
5047,1,128,339
5048,1,128,273
5049,1,128,2051
5050,1,128,144
5051,1,128,3550
5052,1,128,3276
5053,1,128,2678
5054,1,128,148
5055,1,128,2894
5056,1,128,733
5057,1,128,2676
5058,1,128,3858
5059,1,128,674
5060,1,128,848
5061,1,128,499
5062,1,128,635
5063,1,128,335
5064,1,128,547
5065,1,128,2764
5066,1,128,533
5067,1,128,787
5068,1,128,3218
5069,1,128,1739
5070,1,128,761
5071,1,128,616
5072,1,128,1428
5073,1,128,2946
5074,1,128,972
5075,1,128,3402
5076,1,128,915
5077,1,128,307
5078,1,128,4612
5079,1,128,2390
5080,1,128,2359
5081,1,128,690
5082,1,128,5911
5083,1,128,1154
5084,1,128,2565
5085,1,128,713
5086,1,128,96
5087,1,128,956
5088,1,128,2109
5089,1,128,1298
5090,1,128,7912
5091,1,128,1459
5092,1,128,848
5093,1,128,1177
5094,1,128,2193
5095,1,128,1238
5096,1,128,113
5097,1,128,210
5098,1,128,7783
5099,1,128,268
5100,1,128,3921
5101,1,128,237
5102,1,128,470
5103,1,128,446
5104,1,128,529
5105,1,128,4362
5106,1,128,1300
5107,1,128,743
5108,1,128,1217
5109,1,128,505
5110,1,128,703
5111,1,128,1276
5112,1,128,5904
5113,1,128,1136
5114,1,128,1037
5115,1,128,375
5116,1,128,2939
5117,1,128,3440
5118,1,128,1112
5119,1,128,810
5120,1,128,3758
5121,1,128,721
5122,1,128,1156
5123,1,128,333
5124,1,128,374
5125,1,128,2418
5126,1,128,3205
5127,1,128,1035
5128,1,128,445
5129,1,128,952
5130,1,128,1436
5131,1,128,373
5132,1,128,1152
5133,1,128,850
5134,1,128,2761
5135,1,128,4922
5136,1,128,2703
5137,1,128,1511
5138,1,128,4050
5139,1,128,1297
5140,1,128,1552
5141,1,128,786
5142,1,128,1580
5143,1,128,209
5144,1,128,802
5145,1,128,1283
5146,1,128,182
5147,1,128,1266
5148,1,128,1215
5149,1,128,426
5150,1,128,3122
5151,1,128,1471
5152,1,128,1004
5153,1,128,280
5154,1,128,437
5155,1,128,859
5156,1,128,1714
5157,1,128,904
5158,1,128,2548
5159,1,128,1147
5160,1,128,3136
5161,1,128,307
5162,1,128,2410
5163,1,128,5627
5164,1,128,1315
5165,1,128,2629
5166,1,128,2151
5167,1,128,4221
5168,1,128,194
5169,1,128,29
5170,1,128,1927
5171,1,128,1349
5172,1,128,888
5173,1,128,788
5174,1,128,602
5175,1,128,2762
5176,1,128,1373
5177,1,128,783
5178,1,128,1129
5179,1,128,851
5180,1,128,427
5181,1,128,805
5182,1,128,220
5183,1,128,1883
5184,1,128,3928
5185,1,128,1658
5186,1,128,116
5187,1,128,1254
5188,1,128,507
5189,1,128,1847
5190,1,128,832
5191,1,128,21252
5192,1,128,2314
5193,1,128,3579
5194,1,128,1302
5195,1,128,1595
5196,1,128,561
5197,1,128,1239
5198,1,128,1115
5199,1,128,1384
5200,1,128,1368
5201,1,128,717
5202,1,128,894
5203,1,128,908
5204,1,128,878
5205,1,128,2309
5206,1,128,1438
5207,1,128,1290
5208,1,128,1177
5209,1,128,230
5210,1,128,615
5211,1,128,399
5212,1,128,302
5213,1,128,1819
5214,1,128,574
5215,1,128,921
5216,1,128,2753
5217,1,128,3337
5218,1,128,647
5219,1,128,585
5220,1,128,380
5221,1,128,940
5222,1,128,411
5223,1,128,1391
5224,1,128,9341
5225,1,128,196
5226,1,128,550
5227,1,128,1958
5228,1,128,8300
5229,1,128,584
5230,1,128,503
5231,1,128,1276
5232,1,128,974
5233,1,128,969
5234,1,128,2631
5235,1,128,3062
5236,1,128,172
5237,1,128,1234
5238,1,128,972
5239,1,128,1123
5240,1,128,218
5241,1,128,3422
5242,1,128,569
5243,1,128,880
5244,1,128,551
5245,1,128,1642
5246,1,128,1300
5247,1,128,283
5248,1,128,2841
5249,1,128,1579
5250,1,128,627
5251,1,128,802
5252,1,128,2754
5253,1,128,2489
5254,1,128,1773
5255,1,128,2263
5256,1,128,1152
5257,1,128,55
5258,1,128,546
5259,1,128,209
5260,1,128,2339
5261,1,128,1728
5262,1,128,785
5263,1,128,73
5264,1,128,571
5265,1,128,2823
5266,1,128,2252
5267,1,128,1959
5268,1,128,636
5269,1,128,1324
5270,1,128,4671
5271,1,128,5131
5272,1,128,381
5273,1,128,1427
5274,1,128,897
5275,1,128,2939
5276,1,128,1227
5277,1,128,1253
5278,1,128,2269
5279,1,128,3076
5280,1,128,3256
5281,1,128,2044
5282,1,128,4624
5283,1,128,1072
5284,1,128,1931
5285,1,128,512
5286,1,128,3719
5287,1,128,1782
5288,1,128,467
5289,1,128,971
5290,1,128,160
5291,1,128,1312
5292,1,128,750
5293,1,128,533
5294,1,128,1666
5295,1,128,3194
5296,1,128,640
5297,1,128,1776
5298,1,128,1103
5299,1,128,57
5300,1,128,170
5301,1,128,272
5302,1,128,5294
5303,1,128,2369
5304,1,128,1566
5305,1,128,5437
5306,1,128,496
5307,1,128,508
5308,1,128,282
5309,1,128,401
5310,1,128,1071
5311,1,128,1930
5312,1,128,225
5313,1,128,529
5314,1,128,3151
5315,1,128,156
5316,1,128,2822
5317,1,128,703
5318,1,128,899
5319,1,128,5165
5320,1,128,2851
5321,1,128,2213
5322,1,128,863
5323,1,128,2214
5324,1,128,322
5325,1,128,2209
5326,1,128,467
5327,1,128,1476
5328,1,128,1762
5329,1,128,786
5330,1,128,1828
5331,1,128,658
5332,1,128,2401
5333,1,128,788
5334,1,128,1956
5335,1,128,524
5336,1,128,3143
5337,1,128,643
5338,1,128,2796
5339,1,128,3250
5340,1,128,5560
5341,1,128,1342
5342,1,128,761
5343,1,128,1465
5344,1,128,271
5345,1,128,337
5346,1,128,1248
5347,1,128,689
5348,1,128,1500
5349,1,128,288
5350,1,128,1157
5351,1,128,677
5352,1,128,4247
5353,1,128,401
5354,1,128,401
5355,1,128,338
5356,1,128,198
5357,1,128,409
5358,1,128,148
5359,1,128,432
5360,1,128,793
5361,1,128,32
5362,1,128,481
5363,1,128,3013
5364,1,128,128
5365,1,128,129
5366,1,128,941
5367,1,128,23
5368,1,128,320
5369,1,128,164
5370,1,128,926
5371,1,128,317
5372,1,128,152
5373,1,128,196
5374,1,128,36
5375,1,128,5563
5376,1,128,79
5377,1,128,238
5378,1,128,105
5379,1,128,1066
5380,1,128,216
5381,1,128,947
5382,1,128,716
5383,1,128,386
5384,1,128,550
5385,1,128,307
5386,1,128,49
5387,1,128,692
5388,1,128,244
5389,1,128,22
5390,1,128,254
5391,1,128,91
5392,1,128,133
5393,1,128,370
5394,1,128,590
5395,1,128,350
5396,1,128,779
5397,1,128,399
5398,1,128,1309
5399,1,128,418
5400,1,128,210
5401,1,128,825
5402,1,128,358
5403,1,128,484
5404,1,128,262
5405,1,128,2138
5406,1,128,479
5407,1,128,252
5408,1,128,388
5409,1,128,788
5410,1,128,451
5411,1,128,688
5412,1,128,1539
5413,1,128,328
5414,1,128,524
5415,1,128,459
5416,1,128,166
5417,1,128,2920
5418,1,128,1487
5419,1,128,586
5420,1,128,460
5421,1,128,178
5422,1,128,623
5423,1,128,802
5424,1,128,1689
5425,1,128,712
5426,1,128,226
5427,1,128,2882
5428,1,128,4070
5429,1,128,1713
5430,1,128,1590
5431,1,128,1129
5432,1,128,653
5433,1,128,565
5434,1,128,345
5435,1,128,111
5436,1,128,1746
5437,1,128,761
5438,1,128,284
5439,1,128,244
5440,1,128,1679
5441,1,128,1191
5442,1,128,3629
5443,1,128,1368
5444,1,128,121
5445,1,128,304
5446,1,128,2580
5447,1,128,982
5448,1,128,2491
5449,1,128,1143
5450,1,128,774
5451,1,128,583
5452,1,128,867
5453,1,128,709
5454,1,128,1223
5455,1,128,1220
5456,1,128,624
5457,1,128,860
5458,1,128,851
5459,1,128,1268
5460,1,128,945
5461,1,128,869
5462,1,128,611
5463,1,128,1281
5464,1,128,1423
5465,1,128,487
5466,1,128,354
5467,1,128,1884
5468,1,128,3381
5469,1,128,928
5470,1,128,1274
5471,1,128,438
5472,1,128,180
5473,1,128,1035
5474,1,128,960
5475,1,128,83
5476,1,128,991
5477,1,128,793
5478,1,128,609
5479,1,128,3190
5480,1,128,2324
5481,1,128,3156
5482,1,128,3964
5483,1,128,1359
5484,1,128,2143
5485,1,128,1776
5486,1,128,3527
5487,1,128,296
5488,1,128,2954
5489,1,128,2346
5490,1,128,3582
5491,1,128,1426
5492,1,128,2085
5493,1,128,5829
5494,1,128,850
5495,1,128,4759
5496,1,128,857
5497,1,128,2931
5498,1,128,3223
5499,1,128,6143
5500,1,128,1395
5501,1,128,1753
5502,1,128,2503
5503,1,128,5002
5504,1,128,1037
5505,1,128,1531
5506,1,128,1858
5507,1,128,1099
5508,1,128,2638
5509,1,128,928
5510,1,128,2607
5511,1,128,2556
5512,1,128,2723
5513,1,128,4752
5514,1,128,3908
5515,1,128,5863
5516,1,128,5158
5517,1,128,1274
5518,1,128,3620
5519,1,128,3471
5520,1,128,2441
5521,1,128,3411
5522,1,128,1906
5523,1,128,1160
5524,1,128,2236
5525,1,128,445
5526,1,128,1868
5527,1,128,1468
5528,1,128,4252
5529,1,128,2295
5530,1,128,4396
5531,1,128,4768
5532,1,128,2749
5533,1,128,241
5534,1,128,1260
5535,1,128,945
5536,1,128,1377
5537,1,128,4799
5538,1,128,394
5539,1,128,1836
5540,1,128,1777
5541,1,128,775
5542,1,128,844
5543,1,128,4405
5544,1,128,3969
5545,1,128,3316
5546,1,128,1107
5547,1,128,11410
5548,1,128,594
5549,1,128,5160
5550,1,128,1330
5551,1,128,8523
5552,1,128,5373
5553,1,128,2385
5554,1,128,13286
5555,1,128,853
5556,1,128,3053
5557,1,128,1449
5558,1,128,3269
5559,1,128,1508
5560,1,128,5200
5561,1,128,8127
5562,1,128,2565
5563,1,128,604
5564,1,128,437
5565,1,128,615
5566,1,128,2090
5567,1,128,397
5568,1,128,2617
5569,1,128,2526
5570,1,128,1927
5571,1,128,1303
5572,1,128,5939
5573,1,128,3017
5574,1,128,279
5575,1,128,777
5576,1,128,944
5577,1,128,1193
5578,1,128,2380
5579,1,128,1676
5580,1,128,1427
5581,1,128,6313
5582,1,128,4846
5583,1,128,2146
5584,1,128,2521
5585,1,128,721
5586,1,128,1294
5587,1,128,8127
5588,1,128,1444
5589,1,128,1436
5590,1,128,2701
5591,1,128,6012
5592,1,128,6530
5593,1,128,4141
5594,1,128,2766
5595,1,128,9065
5596,1,128,237
5597,1,128,3027
5598,1,128,1665
5599,1,128,6896
5600,1,128,2560
5601,1,128,455
5602,1,128,1178
5603,1,128,561
5604,1,128,525
5605,1,128,888
5606,1,128,2052
5607,1,128,2894
5608,1,128,5409
5609,1,128,1053
5610,1,128,790
5611,1,128,260
5612,1,128,490
5613,1,128,2223
5614,1,128,6856
5615,1,128,3506
5616,1,128,193
5617,1,128,1251
5618,1,128,415
5619,1,128,556
5620,1,128,2048
5621,1,128,3198
5622,1,128,5116
5623,1,128,4910
5624,1,128,4303
5625,1,128,1781
5626,1,128,1467
5627,1,128,1624
5628,1,128,771
5629,1,128,4001
5630,1,128,4617
5631,1,128,942
5632,1,128,5521
5633,1,128,750
5634,1,128,3321
5635,1,128,571
5636,1,128,6620
5637,1,128,971
5638,1,128,357
5639,1,128,540
5640,1,128,2451
5641,1,128,1352
5642,1,128,5865
5643,1,128,1464
5644,1,128,1517
5645,1,128,11179
5646,1,128,1585
5647,1,128,1615
5648,1,128,639
5649,1,128,5158
5650,1,128,2065
5651,1,128,7101
5652,1,128,2535
5653,1,128,629
5654,1,128,596
5655,1,128,8382
5656,1,128,3245
5657,1,128,575
5658,1,128,2154
5659,1,128,1350
5660,1,128,1352
5661,1,128,112
5662,1,128,849
5663,1,128,3080
5664,1,128,1209
5665,1,128,2763
5666,1,128,2727
5667,1,128,5184
5668,1,128,586
5669,1,128,1037
5670,1,128,1006
5671,1,128,1019
5672,1,128,9569
5673,1,128,1383
5674,1,128,645
5675,1,128,3730
5676,1,128,3694
5677,1,128,305
5678,1,128,448
5679,1,128,249
5680,1,128,830
5681,1,128,134
5682,1,128,1098
5683,1,128,178
5684,1,128,6979
5685,1,128,823
5686,1,128,9646
5687,1,128,769
5688,1,128,380
5689,1,128,15523
5690,1,128,497
5691,1,128,1541
5692,1,128,2105
5693,1,128,4478
5694,1,128,184
5695,1,128,3782
5696,1,128,574
5697,1,128,793
5698,1,128,514
5699,1,128,859
5700,1,128,261
5701,1,128,784
5702,1,128,1291
5703,1,128,981
5704,1,128,751
5705,1,128,574
5706,1,128,1268
5707,1,128,1968
5708,1,128,414
5709,1,128,472
5710,1,128,1039
5711,1,128,276
5712,1,128,259
5713,1,128,6235
5714,1,128,219
5715,1,128,3603
5716,1,128,627
5717,1,128,158
5718,1,128,289
5719,1,128,214
5720,1,128,247
5721,1,128,2305
5722,1,128,94
5723,1,128,3706
5724,1,128,1556
5725,1,128,893
5726,1,128,246
5727,1,128,7052
5728,1,128,1938
5729,1,128,641
5730,1,128,1453
5731,1,128,115
5732,1,128,851
5733,1,128,1121
5734,1,128,1305
5735,1,128,1227
5736,1,128,206
5737,1,128,308
5738,1,128,5131
5739,1,128,286
5740,1,128,519
5741,1,128,1302
5742,1,128,227
5743,1,128,327
5744,1,128,110
5745,1,128,1894
5746,1,128,560
5747,1,128,1343
5748,1,128,617
5749,1,128,3778
5750,1,128,598
5751,1,128,969
5752,1,128,765
5753,1,128,463
5754,1,128,322
5755,1,128,126
5756,1,128,510
5757,1,128,1791
5758,1,128,5816
5759,1,128,3590
5760,1,128,906
5761,1,128,928
5762,1,128,6817
5763,1,128,1691
5764,1,128,107
5765,1,128,302
5766,1,128,373
5767,1,128,473
5768,1,128,1186
5769,1,128,4252
5770,1,128,9320
5771,1,128,3199
5772,1,128,262
5773,1,128,679
5774,1,128,226
5775,1,128,316
5776,1,128,1210
5777,1,128,3324
5778,1,128,170
5779,1,128,2341
5780,1,128,671
5781,1,128,8672
5782,1,128,527
5783,1,128,796
5784,1,128,1820
5785,1,128,257
5786,1,128,1979
5787,1,128,981
5788,1,128,882
5789,1,128,85
5790,1,128,235
5791,1,128,1478
5792,1,128,3411
5793,1,128,1134
5794,1,128,478
5795,1,128,1776
5796,1,128,769
5797,1,128,836
5798,1,128,1545
5799,1,128,747
5800,1,128,713
5801,1,128,834
5802,1,128,573
5803,1,128,814
5804,1,128,1921
5805,1,128,118
5806,1,128,245
5807,1,128,711
5808,1,128,2342
5809,1,128,467
5810,1,128,877
5811,1,128,538
5812,1,128,10900
5813,1,128,940
5814,1,128,472
5815,1,128,190
5816,1,128,774
5817,1,128,1130
5818,1,128,2328
5819,1,128,158
5820,1,128,204
5821,1,128,1101
5822,1,128,4606
5823,1,128,665
5824,1,128,1221
5825,1,128,4297
5826,1,128,1520
5827,1,128,880
5828,1,128,731
5829,1,128,1211
5830,1,128,1152
5831,1,128,313
5832,1,128,359
5833,1,128,136
5834,1,128,3446
5835,1,128,1090
5836,1,128,287
5837,1,128,402
5838,1,128,116
5839,1,128,370
5840,1,128,276
5841,1,128,872
5842,1,128,309
5843,1,128,139
5844,1,128,246
5845,1,128,868
5846,1,128,1327
5847,1,128,1810
5848,1,128,898
5849,1,128,3101
5850,1,128,902
5851,1,128,978
5852,1,128,4165
5853,1,128,760
5854,1,128,698
5855,1,128,1557
5856,1,128,1219
5857,1,128,253
5858,1,128,89
5859,1,128,1090
5860,1,128,1479
5861,1,128,462
5862,1,128,745
5863,1,128,630
5864,1,128,728
5865,1,128,2086
5866,1,128,47
5867,1,128,198
5868,1,128,6038
5869,1,128,735
5870,1,128,1722
5871,1,128,2576
5872,1,128,1104
5873,1,128,1214
5874,1,128,975
5875,1,128,1627
5876,1,128,986
5877,1,128,3515
5878,1,128,482
5879,1,128,3649
5880,1,128,1500
5881,1,128,2065
5882,1,128,2374
5883,1,128,5827
5884,1,128,759
5885,1,128,497
5886,1,128,1414
5887,1,128,1186
5888,1,128,962
5889,1,128,2345
5890,1,128,537
5891,1,128,1718
5892,1,128,1033
5893,1,128,1621
5894,1,128,1890
5895,1,128,7190
5896,1,128,5472
5897,1,128,3277
5898,1,128,1419
5899,1,128,397
5900,1,128,2123
5901,1,128,71
5902,1,128,488
5903,1,128,2150
5904,1,128,545
5905,1,128,1241
5906,1,128,1877
5907,1,128,2725
5908,1,128,2506
5909,1,128,559
5910,1,128,6938
5911,1,128,2065
5912,1,128,591
5913,1,128,725
5914,1,128,3323
5915,1,128,3415
5916,1,128,791
5917,1,128,10944
5918,1,128,3067
5919,1,128,240
5920,1,128,4305
5921,1,128,3747
5922,1,128,4295
5923,1,128,8055
5924,1,128,1196
5925,1,128,5293
5926,1,128,1000
5927,1,128,683
5928,1,128,728
5929,1,128,8166
5930,1,128,737
5931,1,128,2059
5932,1,128,2723
5933,1,128,122
5934,1,128,1217
5935,1,128,1188
5936,1,128,1225
5937,1,128,6191
5938,1,128,5435
5939,1,128,1063
5940,1,128,1123
5941,1,128,4981
5942,1,128,934
5943,1,128,6721
5944,1,128,736
5945,1,128,728
5946,1,128,3766
5947,1,128,1283
5948,1,128,126
5949,1,128,133
5950,1,128,4004
5951,1,128,2080
5952,1,128,1126
5953,1,128,582
5954,1,128,54
5955,1,128,380
5956,1,128,1427
5957,1,128,472
5958,1,128,174
5959,1,128,1612
5960,1,128,3005
5961,1,128,1196
5962,1,128,3661
5963,1,128,1721
5964,1,128,5771
5965,1,128,130
5966,1,128,1252
5967,1,128,1112
5968,1,128,157
5969,1,128,1804
5970,1,128,5548
5971,1,128,786
5972,1,128,381
5973,1,128,1372
5974,1,128,679
5975,1,128,56
5976,1,128,1205
5977,1,128,1066
5978,1,128,1932
5979,1,128,316
5980,1,128,805
5981,1,128,4063
5982,1,128,501
5983,1,128,259
5984,1,128,2121
5985,1,128,1954
5986,1,128,1394
5987,1,128,2808
5988,1,128,541
5989,1,128,2206
5990,1,128,336
5991,1,128,9798
5992,1,128,648
5993,1,128,1603
5994,1,128,141
5995,1,128,814
5996,1,128,558
5997,1,128,563
5998,1,128,146
5999,1,128,3349
6000,1,128,961
6001,1,128,811
6002,1,128,3827
6003,1,128,1469
6004,1,128,3752
6005,1,128,801
6006,1,128,303
6007,1,128,491
6008,1,128,457
6009,1,128,474
6010,1,128,2970
6011,1,128,2439
6012,1,128,385
6013,1,128,701
6014,1,128,1081
6015,1,128,1373
6016,1,128,2082
6017,1,128,1727
6018,1,128,604
6019,1,128,657
6020,1,128,1826
6021,1,128,439
6022,1,128,961
6023,1,128,895
6024,1,128,1352
6025,1,128,1551
6026,1,128,332
6027,1,128,4084
6028,1,128,959
6029,1,128,1526
6030,1,128,2577
6031,1,128,616
6032,1,128,668
6033,1,128,201
6034,1,128,1229
6035,1,128,2404
6036,1,128,7015
6037,1,128,223
6038,1,128,2179
6039,1,128,573
6040,1,128,2225
6041,1,128,609
6042,1,128,1316
6043,1,128,1539
6044,1,128,1221
6045,1,128,2893
6046,1,128,1062
6047,1,128,880
6048,1,128,331
6049,1,128,392
6050,1,128,1832
6051,1,128,834
6052,1,128,1887
6053,1,128,346
6054,1,128,337
6055,1,128,1427
6056,1,128,325
6057,1,128,721
6058,1,128,918
6059,1,128,1088
6060,1,128,487
6061,1,128,19561
6062,1,128,2954
6063,1,128,1407
6064,1,128,846
6065,1,128,1189
6066,1,128,1308
6067,1,128,531
6068,1,128,2029
6069,1,128,4237
6070,1,128,1354
6071,1,128,1628
6072,1,128,1069
6073,1,128,706
6074,1,128,3774
6075,1,128,606
6076,1,128,195
6077,1,128,997
6078,1,128,475
6079,1,128,970
6080,1,128,609
6081,1,128,1158
6082,1,128,1753
6083,1,128,444
6084,1,128,1182
6085,1,128,252
6086,1,128,3570
6087,1,128,3787
6088,1,128,1543
6089,1,128,955
6090,1,128,670
6091,1,128,3843
6092,1,128,5976
6093,1,128,7148
6094,1,128,1134
6095,1,128,2396
6096,1,128,1168
6097,1,128,811
6098,1,128,888
6099,1,128,13845
6100,1,128,147
6101,1,128,1716
6102,1,128,630
6103,1,128,704
6104,1,128,978
6105,1,128,1322
6106,1,128,1177
6107,1,128,1270
6108,1,128,1699
6109,1,128,474
6110,1,128,1659
6111,1,128,1436
6112,1,128,122
6113,1,128,793
6114,1,128,340
6115,1,128,5180
6116,1,128,3440
6117,1,128,344
6118,1,128,1454
6119,1,128,367
6120,1,128,1545
6121,1,128,3128
6122,1,128,289
6123,1,128,302
6124,1,128,596
6125,1,128,852
6126,1,128,90
6127,1,128,565
6128,1,128,2495
6129,1,128,5818
6130,1,128,122
6131,1,128,3316
6132,1,128,2406
6133,1,128,675
6134,1,128,1652
6135,1,128,599
6136,1,128,957
6137,1,128,471
6138,1,128,540
6139,1,128,1887
6140,1,128,5925
6141,1,128,538
6142,1,128,1873
6143,1,128,170
6144,1,128,138
6145,1,128,1977
6146,1,128,2680
6147,1,128,2041
6148,1,128,1331
6149,1,128,1440
6150,1,128,3376
6151,1,128,1477
6152,1,128,479
6153,1,128,1096
6154,1,128,423
6155,1,128,342
6156,1,128,3076
6157,1,128,1971
6158,1,128,2042
6159,1,128,1832
6160,1,128,3609
6161,1,128,1417
6162,1,128,2789
6163,1,128,3719
6164,1,128,830
6165,1,128,965
6166,1,128,346
6167,1,128,337
6168,1,128,140
6169,1,128,1217
6170,1,128,152
6171,1,128,1842
6172,1,128,2607
6173,1,128,4514
6174,1,128,1322
6175,1,128,689
6176,1,128,2144
6177,1,128,553
6178,1,128,221
6179,1,128,2059
6180,1,128,818
6181,1,128,4750
6182,1,128,1019
6183,1,128,1438
6184,1,128,257
6185,1,128,11822
6186,1,128,1548
6187,1,128,6115
6188,1,128,2278
6189,1,128,412
6190,1,128,1285
6191,1,128,663
6192,1,128,866
6193,1,128,335
6194,1,128,2468
6195,1,128,356
6196,1,128,404
6197,1,128,339
6198,1,128,1710
6199,1,128,375
6200,1,128,279
6201,1,128,3865
6202,1,128,64
6203,1,128,4239
6204,1,128,1053
6205,1,128,339
6206,1,128,329
6207,1,128,778
6208,1,128,491
6209,1,128,1713
6210,1,128,2227
6211,1,128,519
6212,1,128,716
6213,1,128,535
6214,1,128,1505
6215,1,128,330
6216,1,128,247
6217,1,128,138
6218,1,128,703
6219,1,128,579
6220,1,128,1287
6221,1,128,1139
6222,1,128,1021
6223,1,128,4306
6224,1,128,789
6225,1,128,1612
6226,1,128,3594
6227,1,128,2116
6228,1,128,323
6229,1,128,191
6230,1,128,3100
6231,1,128,1564
6232,1,128,1025
6233,1,128,2077
6234,1,128,1361
6235,1,128,1425
6236,1,128,2373
6237,1,128,2749
6238,1,128,6079
6239,1,128,2238
6240,1,128,2094
6241,1,128,3555
6242,1,128,1054
6243,1,128,8603
6244,1,128,1881
6245,1,128,707
6246,1,128,2704
6247,1,128,187
6248,1,128,1412
6249,1,128,1824
6250,1,128,1384
6251,1,128,2049
6252,1,128,1294
6253,1,128,1929
6254,1,128,975
6255,1,128,3200
6256,1,128,1344
6257,1,128,4099
6258,1,128,374
6259,1,128,8090
6260,1,128,2221
6261,1,128,2561
6262,1,128,788
6263,1,128,409
6264,1,128,217
6265,1,128,334
6266,1,128,875
6267,1,128,237
6268,1,128,1236
6269,1,128,4237
6270,1,128,516
6271,1,128,1334
6272,1,128,200
6273,1,128,65
6274,1,128,5576
6275,1,128,843
6276,1,128,486
6277,1,128,1855
6278,1,128,1036
6279,1,128,8413
6280,1,128,1405
6281,1,128,564
6282,1,128,1554
6283,1,128,920
6284,1,128,3885
6285,1,128,1777
6286,1,128,557
6287,1,128,1691
6288,1,128,1623
6289,1,128,440
6290,1,128,108
6291,1,128,310
6292,1,128,2180
6293,1,128,424
6294,1,128,2374
6295,1,128,654
6296,1,128,5533
6297,1,128,7845
6298,1,128,1281
6299,1,128,172
6300,1,128,1065
6301,1,128,580
6302,1,128,316
6303,1,128,1000
6304,1,128,627
6305,1,128,592
6306,1,128,1036
6307,1,128,486
6308,1,128,172
6309,1,128,6851
6310,1,128,2896
6311,1,128,1712
6312,1,128,299
6313,1,128,183
6314,1,128,127
6315,1,128,1821
6316,1,128,375
6317,1,128,213
6318,1,128,1363
6319,1,128,3115
6320,1,128,841
6321,1,128,834
6322,1,128,439
6323,1,128,707
6324,1,128,1566
6325,1,128,131
6326,1,128,2369
6327,1,128,244
6328,1,128,1270
6329,1,128,723
6330,1,128,897
6331,1,128,137
6332,1,128,500
6333,1,128,1176
6334,1,128,2919
6335,1,128,439
6336,1,128,587
6337,1,128,4297
6338,1,128,392
6339,1,128,9279
6340,1,128,2341
6341,1,128,4338
6342,1,128,208
6343,1,128,291
6344,1,128,214
6345,1,128,760
6346,1,128,5011
6347,1,128,294
6348,1,128,1812
6349,1,128,603
6350,1,128,578
6351,1,128,2814
6352,1,128,3185
6353,1,128,159
6354,1,128,1609
6355,1,128,363
6356,1,128,4524
6357,1,128,3006
6358,1,128,1528
6359,1,128,582
6360,1,128,1802
6361,1,128,6134
6362,1,128,656
6363,1,128,234
6364,1,128,999
6365,1,128,544
6366,1,128,578
6367,1,128,1477
6368,1,128,721
6369,1,128,1118
6370,1,128,723
6371,1,128,395
6372,1,128,2814
6373,1,128,6433
6374,1,128,813
6375,1,128,565
6376,1,128,1738
6377,1,128,1389
6378,1,128,724
6379,1,128,958
6380,1,128,580
6381,1,128,2382
6382,1,128,2049
6383,1,128,1746
6384,1,128,2935
6385,1,128,1200
6386,1,128,353
6387,1,128,355
6388,1,128,1134
6389,1,128,2435
6390,1,128,1069
6391,1,128,1210
6392,1,128,1178
6393,1,128,724
6394,1,128,653
6395,1,128,1516
6396,1,128,1286
6397,1,128,906
6398,1,128,703
6399,1,128,1592
6400,1,128,7098
6401,1,128,206
6402,1,128,3529
6403,1,128,1646
6404,1,128,4828
6405,1,128,404
6406,1,128,2829
6407,1,128,241
6408,1,128,1378
6409,1,128,306
6410,1,128,502
6411,1,128,1193
6412,1,128,1175
6413,1,128,3696
6414,1,128,7140
6415,1,128,744
6416,1,128,533
6417,1,128,983
6418,1,128,462
6419,1,128,784
6420,1,128,211
6421,1,128,3172
6422,1,128,28602
6423,1,128,7697
6424,1,128,2142
6425,1,128,1936
6426,1,128,1402
6427,1,128,1624
6428,1,128,158
6429,1,128,1899
6430,1,128,1099
6431,1,128,260
6432,1,128,15481
6433,1,128,1312
6434,1,128,1855
6435,1,128,320
6436,1,128,361
6437,1,128,3024
6438,1,128,207
6439,1,128,1048
6440,1,128,4067
6441,1,128,2335
6442,1,128,529
6443,1,128,2733
6444,1,128,396
6445,1,128,2754
6446,1,128,627
6447,1,128,997
6448,1,128,315
6449,1,128,5598
6450,1,128,7871
6451,1,128,3649
6452,1,128,1761
6453,1,128,898
6454,1,128,3565
6455,1,128,1015
6456,1,128,4153
6457,1,128,5790
6458,1,128,3908
6459,1,128,11555
6460,1,128,5002
6461,1,128,3494
6462,1,128,1942
6463,1,128,1815
6464,1,128,2265
6465,1,128,694
6466,1,128,1377
6467,1,128,4625
6468,1,128,10094
6469,1,128,1304
6470,1,128,2931
6471,1,128,7560
6472,1,128,1049
6473,1,128,408
